,T1 (Celsius),P1 (MPa),P2 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,30.923,37.936,30000.0
1,305.967,9.333,0.01,31.467,37.559,30000.0
2,315.778,10.667,0.009,31.91,37.358,30000.0
3,324.678,12.0,0.009,32.274,37.302,30000.0
