,T1 (Celsius),P1 (MPa),P2 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,32.201,31.71,30000.0
1,513.333,9.333,0.01,34.166,27.285,30000.0
2,626.667,10.667,0.009,36.142,23.785,30000.0
3,740.0,12.0,0.009,38.088,20.93,30000.0
