,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,35.461,29.273,30000.0
1,513.333,9.333,0.007,39.354,24.082,30000.0
2,626.667,10.667,0.004,43.245,20.117,30000.0
3,740.0,12.0,0.001,48.133,16.664,30000.0
