,T1 (Celsius),P1 (MPa),P4 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,33.277,27.46,30000.0
1,513.333,9.333,0.01,35.999,23.179,30000.0
2,626.667,10.667,0.009,38.544,19.905,30000.0
3,740.0,12.0,0.009,40.925,17.324,30000.0
