,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,38.118,30.014,30000.0
1,305.967,9.333,0.01,39.0,29.509,30000.0
2,315.778,10.667,0.009,39.755,29.119,30000.0
3,324.678,12.0,0.009,40.411,28.813,30000.0
