,T1 (Celsius),P1 (MPa),P6 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,38.71,34.891,30000.0
1,305.967,9.333,0.007,40.424,33.937,30000.0
2,315.778,10.667,0.004,42.455,32.825,30000.0
3,324.678,12.0,0.001,46.103,30.716,30000.0
