,T1 (Celsius),P1 (MPa),P4 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,36.36,27.374,30000.0
1,305.967,9.333,0.01,37.106,26.704,30000.0
2,315.778,10.667,0.009,37.742,26.159,30000.0
3,324.678,12.0,0.009,38.293,25.706,30000.0
