,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,35.907,29.475,30000.0
1,513.333,9.333,0.007,39.691,24.247,30000.0
2,626.667,10.667,0.004,43.5,20.253,30000.0
3,740.0,12.0,0.001,48.329,16.772,30000.0
