,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,38.686,30.226,30000.0
1,305.967,9.333,0.007,40.468,29.077,30000.0
2,315.778,10.667,0.004,42.581,27.81,30000.0
3,324.678,12.0,0.001,46.351,25.711,30000.0
