,T1 (Celsius),P1 (MPa),P4 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,38.614,23.315,30000.0
1,513.333,9.333,0.01,41.695,19.681,30000.0
2,626.667,10.667,0.009,44.581,16.901,30000.0
3,740.0,12.0,0.009,47.282,14.71,30000.0
