,T1 (Celsius),P1 (MPa),P2 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,36.481,32.139,30000.0
1,305.967,9.333,0.01,37.138,31.803,30000.0
2,315.778,10.667,0.009,37.677,31.616,30000.0
3,324.678,12.0,0.009,38.123,31.552,30000.0
