,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,40.988,25.38,30000.0
1,513.333,9.333,0.007,45.033,20.964,30000.0
2,626.667,10.667,0.004,49.143,17.56,30000.0
3,740.0,12.0,0.001,54.433,14.569,30000.0
