,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.009,8.0,0.01,33.098,34.954,30000.0
1,305.967,9.333,0.007,34.69,33.561,30000.0
2,315.778,10.667,0.004,36.57,32.038,30000.0
3,324.678,12.0,0.001,39.904,29.566,30000.0
