,T1 (Celsius),P1 (MPa),P4 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.00912125631703,8.0,0.01,36.35990543988191,22.811460874592196,25000.0
1,296.828307382144,8.210526315789474,0.009526315789473685,36.60539924247003,22.616124523098836,25000.0
2,298.61206519929476,8.421052631578947,0.009052631578947368,36.85269039009154,22.42174007228952,25000.0
3,300.3619191773188,8.631578947368421,0.008578947368421054,37.102560343043336,22.227706266771126,25000.0
4,302.07929081436635,8.842105263157894,0.008105263157894737,37.355873109240505,22.033388700675207,25000.0
5,303.76550783251594,9.052631578947368,0.0076315789473684215,37.6135992758671,21.83810517745716,25000.0
6,305.4218123567531,9.263157894736842,0.007157894736842105,37.87684699386156,21.641107533776093,25000.0
7,307.04936821041565,9.473684210526315,0.00668421052631579,38.146902804713555,21.44155837534812,25000.0
8,308.64926743987314,9.68421052631579,0.0062105263157894745,38.42528664881824,21.238500425128148,25000.0
9,310.2225361648286,9.894736842105264,0.005736842105263158,38.71382775513523,21.03081496946644,25000.0
10,311.7701398366597,10.105263157894736,0.005263157894736842,39.01477208108602,20.817163853304894,25000.0
11,313.29298797577576,10.31578947368421,0.004789473684210527,39.330938899846814,20.595905942154797,25000.0
12,314.7919384490133,10.526315789473685,0.00431578947368421,39.66595676385572,20.36497256484949,25000.0
13,316.2678013400541,10.736842105263158,0.003842105263157895,40.02463331807349,20.121674241775064,24999.999999999996
14,317.72134245867676,10.947368421052632,0.003368421052631579,40.413562924977796,19.862386265128112,25000.0
15,319.1532865287795,11.157894736842106,0.0028947368421052633,40.84218496774159,19.582006702152956,25000.0
16,320.564320090072,11.368421052631579,0.0024210526315789475,41.32476904533086,19.27295100866448,25000.0
17,321.95509414379615,11.578947368421051,0.0019473684210526317,41.88452301284919,18.923097466595603,25000.0
18,323.32622656934984,11.789473684210526,0.0014736842105263158,42.56334490530356,18.510980593599413,25000.0
19,324.67830433521567,12.0,0.001,43.45036116491333,17.99197410407234,25000.0
