,T1 (Celsius),P1 (MPa),P5 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,295.00912125631703,8.0,0.01,38.68555393903073,25.187987338658107,25000.0
1,296.828307382144,8.210526315789474,0.009526315789473685,38.95960215784859,25.03585461984437,25000.0
2,298.61206519929476,8.421052631578947,0.009052631578947368,39.235123116156714,24.88490010876946,25000.0
3,300.3619191773188,8.631578947368421,0.008578947368421054,39.51294580834291,24.73460428537905,25000.0
4,302.07929081436635,8.842105263157894,0.008105263157894737,39.79398378724539,24.584421926000182,25000.0
5,303.76550783251594,9.052631578947368,0.0076315789473684215,40.07926015851371,24.433769673443916,25000.0
6,305.4218123567531,9.263157894736842,0.007157894736842105,40.36993975209736,24.28201068089201,25000.0
7,307.04936821041565,9.473684210526315,0.00668421052631579,40.66737145526006,24.128435027108928,25000.0
8,308.64926743987314,9.68421052631579,0.0062105263157894745,40.973145185834255,23.972233975554808,25000.0
9,310.2225361648286,9.894736842105264,0.005736842105263158,41.28917041646464,23.81246513363878,25000.0
10,311.7701398366597,10.105263157894736,0.005263157894736842,41.617787248158436,23.648003865146276,25000.0
11,313.29298797577576,10.31578947368421,0.004789473684210527,41.96192816260993,23.477473349889,25000.0
12,314.7919384490133,10.526315789473685,0.00431578947368421,42.32536157708172,23.299140320089258,25000.0
13,316.2678013400541,10.736842105263158,0.003842105263157895,42.71307325119537,23.110753272124043,25000.0
14,317.72134245867676,10.947368421052632,0.003368421052631579,43.13189243964135,22.909279217112434,25000.0
15,319.1532865287795,11.157894736842106,0.0028947368421052633,43.591581493788276,22.690449764092506,25000.0
16,320.564320090072,11.368421052631579,0.0024210526315789475,44.10687777502949,22.44791883022666,25000.0
17,321.95509414379615,11.578947368421051,0.0019473684210526317,44.70171446765818,22.17154074011798,25000.0
18,323.32622656934984,11.789473684210526,0.0014736842105263158,45.41922779273821,21.843340523799487,25000.0
19,324.67830433521567,12.0,0.001,46.35100000693128,21.425928229181753,25000.0
