,T1 (Celsius),P1 (MPa),P4 (MPa),Efficiency (%),Mass flow rate (kg/s),Net Work (kW)
0,400.0,8.0,0.01,38.61389632516051,19.42911858434793,25000.0
1,417.89473684210526,8.210526315789474,0.009526315789473685,39.22945266719644,18.815672165849673,25000.0
2,435.7894736842105,8.421052631578947,0.009052631578947368,39.842448513839294,18.231965146455078,25000.0
3,453.6842105263158,8.631578947368421,0.008578947368421054,40.45383701672329,17.675252498823323,25000.0
4,471.57894736842104,8.842105263157894,0.008105263157894737,41.064530459701565,17.143153183605058,25000.0
5,489.4736842105263,9.052631578947368,0.0076315789473684215,41.67542313006307,16.633582476742337,25000.000000000004
6,507.36842105263156,9.263157894736842,0.007157894736842105,42.28744538620563,16.144678443582325,25000.0
7,525.2631578947369,9.473684210526315,0.00668421052631579,42.901623256901054,15.674740808530911,25000.0
8,543.1578947368421,9.68421052631579,0.0062105263157894745,43.51914279623272,15.22218096250431,25000.0
9,561.0526315789474,9.894736842105264,0.005736842105263158,44.141425718375935,14.785478246617103,25000.0
10,578.9473684210526,10.105263157894736,0.005263157894736842,44.77022679188287,14.36313726987247,25000.0
11,596.8421052631579,10.31578947368421,0.004789473684210527,45.407768967469636,13.953640466459738,25000.0
12,614.7368421052631,10.526315789473685,0.00431578947368421,46.05694240062176,13.555388224544828,25000.0
13,632.6315789473684,10.736842105263158,0.003842105263157895,46.72161352029351,13.166614481577708,25000.0
14,650.5263157894738,10.947368421052632,0.003368421052631579,47.407131535065474,12.785255966331823,25000.0
15,668.421052631579,11.157894736842106,0.0028947368421052633,48.12121095790798,12.40873140404639,25000.0
16,686.3157894736842,11.368421052631579,0.0024210526315789475,48.875589805597755,12.033533817517629,25000.0
17,704.2105263157895,11.578947368421051,0.0019473684210526317,49.68946843784687,11.654393701747033,25000.0
18,722.1052631578948,11.789473684210526,0.0014736842105263158,50.597692676042904,11.26230245728691,25000.0
19,740.0,12.0,0.001,51.674764175106624,10.838755515844055,25000.0
